n,t,i,p,u,v
4059,22.500000000000185,3,4.542947032771452e-05,1.9848093406748456e-06,1.912549198801368e-06
4060,22.550000000000185,1,-,-,-
4061,22.550000000000185,2,-,-,-
4062,22.550000000000185,3,5.663765473423395e-05,2.958923974263569e-06,4.43600272437218e-06
4063,22.550000000000185,1,-,-,-
4064,22.550000000000185,2,-,-,-
4065,22.550000000000185,3,4.370676710656581e-05,1.5938907829047643e-06,1.956023098595354e-06
4066,22.550000000000185,1,-,-,-
4067,22.550000000000185,2,-,-,-
4068,22.550000000000185,3,4.49068161063403e-05,1.5653943264088285e-06,2.263766299348985e-06
4069,22.600000000000186,1,-,-,-
4070,22.600000000000186,2,-,-,-
4071,22.600000000000186,3,5.2926102530425266e-05,2.9820380940607864e-06,4.362972502642092e-06
4072,22.600000000000186,1,-,-,-
4073,22.600000000000186,2,-,-,-
4074,22.600000000000186,3,4.5994093970590275e-05,2.7842484108170493e-06,2.11355071841139e-06
4075,22.600000000000186,1,-,-,-
4076,22.600000000000186,2,-,-,-
4077,22.600000000000186,3,4.515742431966467e-05,1.6117891898918222e-06,1.5923693708644482e-06
4078,22.650000000000187,1,-,-,-
4079,22.650000000000187,2,-,-,-
4080,22.650000000000187,3,6.813200427857701e-05,3.850048359533864e-06,6.056204011461963e-06
4081,22.650000000000187,1,-,-,-
4082,22.650000000000187,2,-,-,-
4083,22.650000000000187,3,4.3647264816470094e-05,1.1110379869896002e-06,1.02493002543452e-06
4084,22.650000000000187,1,-,-,-
4085,22.650000000000187,2,-,-,-
4086,22.650000000000187,3,4.3934460015884736e-05,1.1342271579899564e-06,1.0562936784535708e-06
4087,22.700000000000188,1,-,-,-
4088,22.700000000000188,2,-,-,-
4089,22.700000000000188,3,5.669345004761872e-05,3.871309978170967e-06,6.571080838440998e-06
4090,22.700000000000188,1,-,-,-
4091,22.700000000000188,2,-,-,-
4092,22.700000000000188,3,4.5804528560179326e-05,3.515448715637264e-06,1.3125752834402765e-06
4093,22.700000000000188,1,-,-,-
4094,22.700000000000188,2,-,-,-
4095,22.700000000000188,3,6.366218739465867e-05,4.4875482084880555e-06,8.012007772100148e-06
4096,22.75000000000019,1,-,-,-
4097,22.75000000000019,2,-,-,-
4098,22.75000000000019,3,4.586366846990018e-05,1.6245119934099073e-06,1.3540565573705542e-06
4099,22.75000000000019,1,-,-,-
4100,22.75000000000019,2,-,-,-
4101,22.75000000000019,3,4.380936031003942e-05,1.2799302620547485e-06,1.2104870829898629e-06
4102,22.75000000000019,1,-,-,-
4103,22.75000000000019,2,-,-,-
4104,22.75000000000019,3,0.00010842519650231627,9.281918041805382e-06,1.080714151701089e-05
4105,22.80000000000019,1,-,-,-
4106,22.80000000000019,2,-,-,-
4107,22.80000000000019,3,4.4818688031547666e-05,1.7044747641641138e-06,1.3834264547324006e-06
4108,22.80000000000019,1,-,-,-
4109,22.80000000000019,2,-,-,-
4110,22.80000000000019,3,5.1231901376604214e-05,3.1059779049618753e-06,3.6119897632276335e-06
4111,22.80000000000019,1,-,-,-
4112,22.80000000000019,2,-,-,-
4113,22.80000000000019,3,5.997823890061926e-05,4.176468525920289e-06,6.539549223582023e-06
4114,22.85000000000019,1,-,-,-
4115,22.85000000000019,2,-,-,-
4116,22.85000000000019,3,4.4547506795863595e-05,1.1797091039258189e-06,1.1423217594837017e-06
4117,22.85000000000019,1,-,-,-
4118,22.85000000000019,2,-,-,-
4119,22.85000000000019,3,0.00012041113956700914,9.04554653700807e-06,2.4146584785078965e-05
4120,22.85000000000019,1,-,-,-
4121,22.85000000000019,2,-,-,-
4122,22.85000000000019,3,4.425412392190356e-05,1.1015867749117525e-06,1.0522162320586931e-06
4123,22.90000000000019,1,-,-,-
4124,22.90000000000019,2,-,-,-
4125,22.90000000000019,3,0.00019561533298776597,2.332737560148353e-05,2.971416448881959e-05
4126,22.90000000000019,1,-,-,-
4127,22.90000000000019,2,-,-,-
4128,22.90000000000019,3,0.00018119324515624487,2.097024739273448e-05,5.526625745737272e-05
4129,22.90000000000019,1,-,-,-
4130,22.90000000000019,2,-,-,-
4131,22.90000000000019,3,4.456000725959077e-05,1.4168184351773911e-06,1.3286078590710984e-06
4132,22.95000000000019,1,-,-,-
4133,22.95000000000019,2,-,-,-
4134,22.95000000000019,3,4.491117871787171e-05,1.4596388897973188e-06,1.4138857683646318e-06
4135,22.95000000000019,1,-,-,-
4136,22.95000000000019,2,-,-,-
4137,22.95000000000019,3,5.879304031665354e-05,5.933981825914915e-06,9.722532110931736e-06
4138,22.95000000000019,1,-,-,-
4139,22.95000000000019,2,-,-,-
4140,22.95000000000019,3,4.443164916363446e-05,1.0923906687224642e-06,1.0427658482154627e-06
4141,23.000000000000192,1,-,-,-
4142,23.000000000000192,2,-,-,-
4143,23.000000000000192,3,4.487996803074656e-05,1.3904173745209337e-06,1.3026393287879435e-06
4144,23.000000000000192,1,-,-,-
4145,23.000000000000192,2,-,-,-
4146,23.000000000000192,3,4.429430114993737e-05,1.0981698787940325e-06,1.0876844547072474e-06
4147,23.000000000000192,1,-,-,-
4148,23.000000000000192,2,-,-,-
4149,23.000000000000192,3,0.0007711666197655743,3.9101752169547225e-05,6.698376488705923e-05
4150,23.050000000000193,1,-,-,-
4151,23.050000000000193,2,-,-,-
4152,23.050000000000193,3,4.500628561352972e-05,1.311995338482474e-06,1.360598411503501e-06
4153,23.050000000000193,1,-,-,-
4154,23.050000000000193,2,-,-,-
4155,23.050000000000193,3,0.002615710824287881,0.0003024384720452248,0.0004988596135584811
4156,23.050000000000193,1,-,-,-
4157,23.050000000000193,2,-,-,-
4158,23.050000000000193,3,6.0118083355230354e-05,9.440277828678005e-06,1.0243796387520695e-05
4159,23.100000000000193,1,-,-,-
4160,23.100000000000193,2,-,-,-
4161,23.100000000000193,3,4.868527956041943e-05,4.075997940490946e-06,3.5387972978539644e-06
4162,23.100000000000193,1,-,-,-
4163,23.100000000000193,2,-,-,-
4164,23.100000000000193,3,4.546555945371775e-05,2.202403875128635e-06,1.8461409146326175e-06
4165,23.100000000000193,1,-,-,-
4166,23.100000000000193,2,-,-,-
4167,23.100000000000193,3,8.78323495194126e-05,5.2373659183786765e-06,9.254779681439201e-06
4168,23.150000000000194,1,-,-,-
4169,23.150000000000194,2,-,-,-
4170,23.150000000000194,3,4.527486211405305e-05,1.2230370481734466e-06,1.2071800363446698e-06
4171,23.150000000000194,1,-,-,-
4172,23.150000000000194,2,-,-,-
4173,23.150000000000194,3,0.00023475663986350685,1.755303926479287e-05,2.9972891808063487e-05
4174,23.150000000000194,1,-,-,-
4175,23.150000000000194,2,-,-,-
4176,23.150000000000194,3,4.5046381495360735e-05,1.1537687723732862e-06,1.1565006327785974e-06
4177,23.200000000000195,1,-,-,-
4178,23.200000000000195,2,-,-,-
4179,23.200000000000195,3,4.7112741123393685e-05,1.8447267300295444e-06,1.477121182913977e-06
4180,23.200000000000195,1,-,-,-
4181,23.200000000000195,2,-,-,-
4182,23.200000000000195,3,6.628312874248332e-05,4.505835910999398e-06,6.74336155310979e-06
4183,23.200000000000195,1,-,-,-
4184,23.200000000000195,2,-,-,-
4185,23.200000000000195,3,4.645102882411489e-05,2.322390895867656e-06,1.6230238949637401e-06
4186,23.250000000000195,1,-,-,-
4187,23.250000000000195,2,-,-,-
4188,23.250000000000195,3,4.8023576894381384e-05,2.3041610330874167e-06,3.41931446561829e-06
4189,23.250000000000195,1,-,-,-
4190,23.250000000000195,2,-,-,-
4191,23.250000000000195,3,6.755503401589836e-05,5.130303760069434e-06,6.624770982436535e-06
4192,23.250000000000195,1,-,-,-
4193,23.250000000000195,2,-,-,-
4194,23.250000000000195,3,4.7893037809134015e-05,1.6646559258308794e-06,2.549520850218502e-06
4195,23.300000000000196,1,-,-,-
4196,23.300000000000196,2,-,-,-
4197,23.300000000000196,3,7.970930173950735e-05,5.456784340037059e-06,9.798976401113026e-06
4198,23.300000000000196,1,-,-,-
4199,23.300000000000196,2,-,-,-
4200,23.300000000000196,3,4.497272089025108e-05,1.3023059162501331e-06,1.4256688404420356e-06
4201,23.300000000000196,1,-,-,-
4202,23.300000000000196,2,-,-,-
4203,23.300000000000196,3,4.637484256987075e-05,1.962513686687252e-06,1.9473370295890584e-06
4204,23.350000000000197,1,-,-,-
4205,23.350000000000197,2,-,-,-
4206,23.350000000000197,3,4.5648473508936536e-05,1.2256219592723208e-06,1.2132136257244182e-06
4207,23.350000000000197,1,-,-,-
4208,23.350000000000197,2,-,-,-
4209,23.350000000000197,3,0.0001415576579356144,1.533873140211961e-05,2.339000688978578e-05
4210,23.350000000000197,1,-,-,-
4211,23.350000000000197,2,-,-,-
4212,23.350000000000197,3,4.531699924093243e-05,1.1606293333227631e-06,1.1505276195487505e-06
4213,23.400000000000198,1,-,-,-
4214,23.400000000000198,2,-,-,-
4215,23.400000000000198,3,4.787834059301417e-05,2.288890202647013e-06,1.971080043518686e-06
4216,23.400000000000198,1,-,-,-
4217,23.400000000000198,2,-,-,-
4218,23.400000000000198,3,6.521120415488673e-05,4.957420579442099e-06,8.192472604791802e-06
4219,23.400000000000198,1,-,-,-
4220,23.400000000000198,2,-,-,-
4221,23.400000000000198,3,4.591464431144229e-05,1.3444083448943901e-06,1.2854754931447073e-06
4222,23.4500000000002,1,-,-,-
4223,23.4500000000002,2,-,-,-
4224,23.4500000000002,3,4.699688533674449e-05,1.67233459359595e-06,2.57213036229481e-06
4225,23.4500000000002,1,-,-,-
4226,23.4500000000002,2,-,-,-
4227,23.4500000000002,3,7.239302655317434e-05,3.7170802213927087e-06,6.853351802682184e-06
4228,23.4500000000002,1,-,-,-
4229,23.4500000000002,2,-,-,-
4230,23.4500000000002,3,4.589622418125452e-05,1.8328969944137978e-06,1.508626275258456e-06
4231,23.5000000000002,1,-,-,-
4232,23.5000000000002,2,-,-,-
4233,23.5000000000002,3,8.217621696671035e-05,1.0287280764801257e-05,1.0068365842349539e-05
4234,23.5000000000002,1,-,-,-
4235,23.5000000000002,2,-,-,-
4236,23.5000000000002,3,4.675199630750013e-05,1.7303129344608584e-06,2.1185030927323823e-06
4237,23.5000000000002,1,-,-,-
4238,23.5000000000002,2,-,-,-
4239,23.5000000000002,3,5.1106245702266565e-05,3.1543710052470532e-06,2.6225390988365353e-06
4240,23.5500000000002,1,-,-,-
4241,23.5500000000002,2,-,-,-
4242,23.5500000000002,3,4.8216155952391904e-05,1.5477832141288732e-06,2.236744926015446e-06
4243,23.5500000000002,1,-,-,-
4244,23.5500000000002,2,-,-,-
4245,23.5500000000002,3,0.00014667178218823114,1.7686895749991033e-05,3.0029326938291676e-05
4246,23.5500000000002,1,-,-,-
4247,23.5500000000002,2,-,-,-
4248,23.5500000000002,3,5.2023748989658346e-05,2.9101151199610836e-06,4.6130640559768125e-06
4249,23.6000000000002,1,-,-,-
4250,23.6000000000002,2,-,-,-
4251,23.6000000000002,3,4.9134912485369024e-05,2.135404623265684e-06,3.064194574055842e-06
4252,23.6000000000002,1,-,-,-
4253,23.6000000000002,2,-,-,-
4254,23.6000000000002,3,5.8358668743052375e-05,3.150736456671324e-06,5.13876694480332e-06
4255,23.6000000000002,1,-,-,-
4256,23.6000000000002,2,-,-,-
4257,23.6000000000002,3,5.7842445101998817e-05,7.1062421542414095e-06,4.851151289002136e-06
4258,23.6500000000002,1,-,-,-
4259,23.6500000000002,2,-,-,-
4260,23.6500000000002,3,4.821571447234504e-05,2.4840954818036908e-06,3.270509376920522e-06
4261,23.6500000000002,1,-,-,-
4262,23.6500000000002,2,-,-,-
4263,23.6500000000002,3,4.602043644112868e-05,1.8376428733136794e-06,1.3400220475944517e-06
4264,23.6500000000002,1,-,-,-
4265,23.6500000000002,2,-,-,-
4266,23.6500000000002,3,0.0001273716317025409,1.2597319435802645e-05,2.0389738338940565e-05
4267,23.700000000000202,1,-,-,-
4268,23.700000000000202,2,-,-,-
4269,23.700000000000202,3,4.80986978074919e-05,1.7810904772534736e-06,2.1381234278273994e-06
4270,23.700000000000202,1,-,-,-
4271,23.700000000000202,2,-,-,-
4272,23.700000000000202,3,4.675852201097072e-05,1.5792219596025195e-06,1.9043094757510523e-06
4273,23.700000000000202,1,-,-,-
4274,23.700000000000202,2,-,-,-
4275,23.700000000000202,3,6.634951299276015e-05,4.786495771074348e-06,1.0144683670795811e-05
4276,23.750000000000203,1,-,-,-
4277,23.750000000000203,2,-,-,-
4278,23.750000000000203,3,5.418209747133375e-05,4.614857518292039e-06,3.686277696684107e-06
4279,23.750000000000203,1,-,-,-
4280,23.750000000000203,2,-,-,-
4281,23.750000000000203,3,4.806041779760324e-05,2.287617782033737e-06,2.151459829261852e-06
4282,23.750000000000203,1,-,-,-
4283,23.750000000000203,2,-,-,-
4284,23.750000000000203,3,5.419766050781574e-05,3.137229568429182e-06,4.600456186605325e-06
4285,23.800000000000203,1,-,-,-
4286,23.800000000000203,2,-,-,-
4287,23.800000000000203,3,4.814422264353744e-05,1.5681568644538511e-06,1.5112703723583918e-06
4288,23.800000000000203,1,-,-,-
4289,23.800000000000203,2,-,-,-
4290,23.800000000000203,3,4.820653058543498e-05,1.9383694285500823e-06,2.0770291035697457e-06
4291,23.800000000000203,1,-,-,-
4292,23.800000000000203,2,-,-,-
4293,23.800000000000203,3,6.0248858679009315e-05,6.047565150588226e-06,7.204961669371988e-06
4294,23.850000000000204,1,-,-,-
4295,23.850000000000204,2,-,-,-
4296,23.850000000000204,3,5.0205562693595275e-05,2.2442164421545676e-06,4.0034896110425155e-06
4297,23.850000000000204,1,-,-,-
4298,23.850000000000204,2,-,-,-
4299,23.850000000000204,3,5.25281611061152e-05,2.8325430556616733e-06,2.572292761545447e-06
4300,23.850000000000204,1,-,-,-
4301,23.850000000000204,2,-,-,-
4302,23.850000000000204,3,5.571744110391585e-05,2.9659863296323346e-06,4.8686157646015106e-06
4303,23.900000000000205,1,-,-,-
4304,23.900000000000205,2,-,-,-
4305,23.900000000000205,3,4.7537846445638064e-05,1.3052262708339044e-06,1.3164665479741676e-06
4306,23.900000000000205,1,-,-,-
4307,23.900000000000205,2,-,-,-
4308,23.900000000000205,3,4.891148022336014e-05,2.531313903686024e-06,3.2426340671669855e-06
4309,23.900000000000205,1,-,-,-
4310,23.900000000000205,2,-,-,-
4311,23.900000000000205,3,4.7084695572285776e-05,1.1734951030513628e-06,1.2048931477704204e-06
4312,23.950000000000205,1,-,-,-
4313,23.950000000000205,2,-,-,-
4314,23.950000000000205,3,0.00014885390473985436,1.2705517913048749e-05,1.2183394072480834e-05
4315,23.950000000000205,1,-,-,-
4316,23.950000000000205,2,-,-,-
4317,23.950000000000205,3,4.6828270343437686e-05,1.2529365082893837e-06,1.2789579287559085e-06
4318,23.950000000000205,1,-,-,-
4319,23.950000000000205,2,-,-,-
4320,23.950000000000205,3,4.8143407751455284e-05,2.380847150598198e-06,2.371065394522883e-06
4321,24.000000000000206,1,-,-,-
4322,24.000000000000206,2,-,-,-
4323,24.000000000000206,3,4.832055426017387e-05,1.7153369864525498e-06,1.637545667264038e-06
4324,24.000000000000206,1,-,-,-
4325,24.000000000000206,2,-,-,-
4326,24.000000000000206,3,6.681445358425132e-05,3.4148233410141677e-06,6.918737582604621e-06
4327,24.000000000000206,1,-,-,-
4328,24.000000000000206,2,-,-,-
4329,24.000000000000206,3,4.970154303007974e-05,1.7223287848601757e-06,2.1697795505144515e-06
4330,24.050000000000207,1,-,-,-
4331,24.050000000000207,2,-,-,-
4332,24.050000000000207,3,4.8156345648232236e-05,1.5592385911919075e-06,1.5781558215839927e-06
4333,24.050000000000207,1,-,-,-
4334,24.050000000000207,2,-,-,-
4335,24.050000000000207,3,4.737522786009646e-05,1.281496547007286e-06,1.3941497075827291e-06
4336,24.050000000000207,1,-,-,-
4337,24.050000000000207,2,-,-,-
4338,24.050000000000207,3,0.0008938220599672922,9.335918344731998e-05,0.00015947307579654974
4339,24.100000000000207,1,-,-,-
4340,24.100000000000207,2,-,-,-
4341,24.100000000000207,3,4.879542433581302e-05,2.1257390463190767e-06,2.4153776398804807e-06
4342,24.100000000000207,1,-,-,-
4343,24.100000000000207,2,-,-,-
4344,24.100000000000207,3,0.00018184189953608548,1.3738786684781038e-05,1.9968343929168334e-05
4345,24.100000000000207,1,-,-,-
4346,24.100000000000207,2,-,-,-
4347,24.100000000000207,3,5.320296868148984e-05,9.203874682340483e-06,7.619595771541401e-06
4348,24.150000000000208,1,-,-,-
4349,24.150000000000208,2,-,-,-
4350,24.150000000000208,3,4.868210700186473e-05,1.397432932729903e-06,1.463564685140184e-06
4351,24.150000000000208,1,-,-,-
4352,24.150000000000208,2,-,-,-
4353,24.150000000000208,3,0.00015744310545298394,1.1533059574845304e-05,1.712393028760383e-05
4354,24.150000000000208,1,-,-,-
4355,24.150000000000208,2,-,-,-
4356,24.150000000000208,3,4.9175190184315923e-05,2.0484065061647422e-06,1.3571577529155649e-06
4357,24.20000000000021,1,-,-,-
4358,24.20000000000021,2,-,-,-
4359,24.20000000000021,3,4.9046795888799436e-05,1.704099495855392e-06,1.510484100761637e-06
4360,24.20000000000021,1,-,-,-
4361,24.20000000000021,2,-,-,-
4362,24.20000000000021,3,4.9723845783599764e-05,3.2554640847383922e-06,2.465832715747708e-06
4363,24.20000000000021,1,-,-,-
4364,24.20000000000021,2,-,-,-
4365,24.20000000000021,3,7.5232196171317e-05,8.867627214313978e-06,9.618861362137773e-06
4366,24.25000000000021,1,-,-,-
4367,24.25000000000021,2,-,-,-
4368,24.25000000000021,3,4.900168729985804e-05,1.4994434647714066e-06,1.545828352981387e-06
4369,24.25000000000021,1,-,-,-
4370,24.25000000000021,2,-,-,-
4371,24.25000000000021,3,7.038719682640881e-05,7.543007099897423e-06,4.470597759013914e-06
4372,24.25000000000021,1,-,-,-
4373,24.25000000000021,2,-,-,-
4374,24.25000000000021,3,0.0003622190263913104,3.058783066111295e-05,4.0324099387749694e-05
4375,24.30000000000021,1,-,-,-
4376,24.30000000000021,2,-,-,-
4377,24.30000000000021,3,5.182188684132932e-05,2.8682652400338405e-06,2.1070557640694836e-06
4378,24.30000000000021,1,-,-,-
4379,24.30000000000021,2,-,-,-
4380,24.30000000000021,3,0.00012260108546062335,8.964513105145904e-06,1.4827412717847239e-05
4381,24.30000000000021,1,-,-,-
4382,24.30000000000021,2,-,-,-
4383,24.30000000000021,3,5.3643860906906034e-05,1.902287489746391e-06,2.1188141083634105e-06
4384,24.35000000000021,1,-,-,-
4385,24.35000000000021,2,-,-,-
4386,24.35000000000021,3,4.9474209093623425e-05,1.3816979713284923e-06,1.4433217747966144e-06
4387,24.35000000000021,1,-,-,-
4388,24.35000000000021,2,-,-,-
4389,24.35000000000021,3,0.00015794905138830377,1.2982753901759236e-05,2.385583536316885e-05
4390,24.35000000000021,1,-,-,-
4391,24.35000000000021,2,-,-,-
4392,24.35000000000021,3,4.91369240839483e-05,1.259355462077806e-06,1.3282943992881765e-06
4393,24.40000000000021,1,-,-,-
4394,24.40000000000021,2,-,-,-
4395,24.40000000000021,3,5.100272569354465e-05,1.8079353837456643e-06,1.6695095807069213e-06
4396,24.40000000000021,1,-,-,-
4397,24.40000000000021,2,-,-,-
4398,24.40000000000021,3,0.00011504268132993746,7.3505078977723834e-06,1.418771906127816e-05
4399,24.40000000000021,1,-,-,-
4400,24.40000000000021,2,-,-,-
4401,24.40000000000021,3,4.944773630518733e-05,1.3375514883229753e-06,1.3812861646409155e-06
4402,24.450000000000212,1,-,-,-
4403,24.450000000000212,2,-,-,-
4404,24.450000000000212,3,5.0031528288534794e-05,1.572079000584235e-06,1.523872820703602e-06
4405,24.450000000000212,1,-,-,-
4406,24.450000000000212,2,-,-,-
4407,24.450000000000212,3,8.842392850720862e-05,7.65190167797795e-06,1.6500771838567937e-05
4408,24.450000000000212,1,-,-,-
4409,24.450000000000212,2,-,-,-
4410,24.450000000000212,3,4.954664698515337e-05,1.2777477284653379e-06,1.3536496440056268e-06
4411,24.500000000000213,1,-,-,-
4412,24.500000000000213,2,-,-,-
4413,24.500000000000213,3,5.1140826880786723e-05,2.160844647714326e-06,2.2573372193469036e-06
4414,24.500000000000213,1,-,-,-
4415,24.500000000000213,2,-,-,-
4416,24.500000000000213,3,4.949210588853542e-05,1.3457501279445175e-06,1.409935187423254e-06
4417,24.500000000000213,1,-,-,-
4418,24.500000000000213,2,-,-,-
4419,24.500000000000213,3,0.00025606338234971326,5.3538615361528716e-05,9.47103589946503e-05
4420,24.550000000000214,1,-,-,-
4421,24.550000000000214,2,-,-,-
4422,24.550000000000214,3,5.76725223568704e-05,3.624664352357931e-06,4.1108929292347585e-06
4423,24.550000000000214,1,-,-,-
4424,24.550000000000214,2,-,-,-
4425,24.550000000000214,3,5.3336500746591394e-05,2.4865440921861373e-06,3.6245395275741898e-06
4426,24.550000000000214,1,-,-,-
4427,24.550000000000214,2,-,-,-
4428,24.550000000000214,3,7.338779916853688e-05,5.609398476646546e-06,9.461947871995513e-06
4429,24.600000000000215,1,-,-,-
4430,24.600000000000215,2,-,-,-
4431,24.600000000000215,3,5.0905246049604046e-05,1.7305368874788477e-06,1.7283992033991774e-06
4432,24.600000000000215,1,-,-,-
4433,24.600000000000215,2,-,-,-
4434,24.600000000000215,3,5.358902316299159e-05,3.0615001785526647e-06,2.7250367368825342e-06
4435,24.600000000000215,1,-,-,-
4436,24.600000000000215,2,-,-,-
4437,24.600000000000215,3,8.622141631155318e-05,5.2300720129673496e-06,9.237742533644585e-06
4438,24.650000000000215,1,-,-,-
4439,24.650000000000215,2,-,-,-
4440,24.650000000000215,3,6.462858464401719e-05,5.242265636929553e-06,6.8333903426234395e-06
4441,24.650000000000215,1,-,-,-
4442,24.650000000000215,2,-,-,-
4443,24.650000000000215,3,5.131988224823769e-05,2.679703972477401e-06,1.9930980815765687e-06
4444,24.650000000000215,1,-,-,-
4445,24.650000000000215,2,-,-,-
4446,24.650000000000215,3,5.4581078970702764e-05,1.913953994439367e-06,2.859203094090157e-06
4447,24.700000000000216,1,-,-,-
4448,24.700000000000216,2,-,-,-
4449,24.700000000000216,3,5.133706553395736e-05,1.434101146834119e-06,1.5258339143431047e-06
4450,24.700000000000216,1,-,-,-
4451,24.700000000000216,2,-,-,-
4452,24.700000000000216,3,0.00013791474680499411,1.2719837198273527e-05,1.413696102444093e-05
4453,24.700000000000216,1,-,-,-
4454,24.700000000000216,2,-,-,-
4455,24.700000000000216,3,5.094827104130744e-05,1.3094212666636164e-06,1.4216292381823887e-06
4456,24.750000000000217,1,-,-,-
4457,24.750000000000217,2,-,-,-
4458,24.750000000000217,3,5.2121127974394494e-05,1.8313385351068977e-06,1.7877539634331305e-06
4459,24.750000000000217,1,-,-,-
4460,24.750000000000217,2,-,-,-
4461,24.750000000000217,3,7.582041319763346e-05,7.091765380174613e-06,5.004785796554565e-06
4462,24.750000000000217,1,-,-,-
4463,24.750000000000217,2,-,-,-
4464,24.750000000000217,3,5.147358147781552e-05,1.4135274823156848e-06,1.5054146808425264e-06
4465,24.800000000000217,1,-,-,-
4466,24.800000000000217,2,-,-,-
4467,24.800000000000217,3,6.087825447823555e-05,3.7834002985261494e-06,7.163172600250132e-06
4468,24.800000000000217,1,-,-,-
4469,24.800000000000217,2,-,-,-
4470,24.800000000000217,3,0.00011312914314888357,8.917222265243875e-06,1.4666459654831106e-05
4471,24.800000000000217,1,-,-,-
4472,24.800000000000217,2,-,-,-
4473,24.800000000000217,3,5.156649611881995e-05,1.393761475084653e-06,1.4858219769244538e-06
4474,24.850000000000218,1,-,-,-
4475,24.850000000000218,2,-,-,-
4476,24.850000000000218,3,5.223395038715871e-05,1.5646389372206247e-06,1.6257260177627921e-06
4477,24.850000000000218,1,-,-,-
4478,24.850000000000218,2,-,-,-
4479,24.850000000000218,3,0.00011705687094283054,1.1947474823054121e-05,1.4951779135887084e-05
4480,24.850000000000218,1,-,-,-
4481,24.850000000000218,2,-,-,-
4482,24.850000000000218,3,5.4746464642009994e-05,1.8411849554788362e-06,2.2558422559069835e-06
4483,24.90000000000022,1,-,-,-
4484,24.90000000000022,2,-,-,-
4485,24.90000000000022,3,5.3037258042077e-05,1.641083624560428e-06,1.780392040701624e-06
4486,24.90000000000022,1,-,-,-
4487,24.90000000000022,2,-,-,-
4488,24.90000000000022,3,5.346652079186299e-05,2.639900961779342e-06,2.278829628060499e-06
4489,24.90000000000022,1,-,-,-
4490,24.90000000000022,2,-,-,-
4491,24.90000000000022,3,6.110974015281053e-05,6.791711019822894e-06,5.974457874959906e-06
4492,24.95000000000022,1,-,-,-
4493,24.95000000000022,2,-,-,-
4494,24.95000000000022,3,6.200987928651183e-05,2.920397696428834e-06,4.05255188572901e-06
4495,24.95000000000022,1,-,-,-
4496,24.95000000000022,2,-,-,-
4497,24.95000000000022,3,7.283656121248937e-05,7.897715023464297e-06,1.4881859838490012e-05
4498,24.95000000000022,1,-,-,-
4499,24.95000000000022,2,-,-,-
4500,24.95000000000022,3,5.3097842328650484e-05,2.0291444128492458e-06,1.609795015984536e-06
4501,25.00000000000022,1,-,-,-
4502,25.00000000000022,2,-,-,-
4503,25.00000000000022,3,5.3139506704981874e-05,1.541876449334644e-06,1.6705319784724069e-06
4504,25.00000000000022,1,-,-,-
4505,25.00000000000022,2,-,-,-
4506,25.00000000000022,3,7.380820356485183e-05,7.65737714487777e-06,6.973553187967795e-06
4507,25.00000000000022,1,-,-,-
4508,25.00000000000022,2,-,-,-
4509,25.00000000000022,3,5.700912020769197e-05,2.154270409224056e-06,2.5651427168161363e-06
4510,25.05000000000022,1,-,-,-
4511,25.05000000000022,2,-,-,-
4512,25.05000000000022,3,6.189877896170594e-05,4.311014658254489e-06,4.9876301943351315e-06
4513,25.05000000000022,1,-,-,-
4514,25.05000000000022,2,-,-,-
4515,25.05000000000022,3,0.00010482600746858618,8.509519183333807e-06,1.4513122973808458e-05
4516,25.05000000000022,1,-,-,-
4517,25.05000000000022,2,-,-,-
4518,25.05000000000022,3,5.320056739168576e-05,1.5181480588666712e-06,1.6005802797388526e-06
4519,25.10000000000022,1,-,-,-
4520,25.10000000000022,2,-,-,-
4521,25.10000000000022,3,5.3797368197917095e-05,1.5557812381473468e-06,1.7111871569335436e-06
4522,25.10000000000022,1,-,-,-
4523,25.10000000000022,2,-,-,-
4524,25.10000000000022,3,0.000121021507868987,9.861504928882662e-06,1.387168817180047e-05
4525,25.10000000000022,1,-,-,-
4526,25.10000000000022,2,-,-,-
4527,25.10000000000022,3,5.34080685513935e-05,1.3979080891222751e-06,1.571610910740437e-06
4528,25.150000000000222,1,-,-,-
4529,25.150000000000222,2,-,-,-
4530,25.150000000000222,3,5.4383699949046813e-05,1.8472907698226885e-06,2.1595909482515254e-06
4531,25.150000000000222,1,-,-,-
4532,25.150000000000222,2,-,-,-
4533,25.150000000000222,3,8.019092518667447e-05,6.019015797789555e-06,9.842867351394076e-06
4534,25.150000000000222,1,-,-,-
4535,25.150000000000222,2,-,-,-
4536,25.150000000000222,3,5.4004871941153e-05,1.4668782282448708e-06,1.6475901426336414e-06
4537,25.200000000000223,1,-,-,-
4538,25.200000000000223,2,-,-,-
4539,25.200000000000223,3,5.4691278094144706e-05,1.734519701418626e-06,2.1354114549170633e-06
4540,25.200000000000223,1,-,-,-
4541,25.200000000000223,2,-,-,-
4542,25.200000000000223,3,6.417499437621231e-05,4.066827219336067e-06,5.467001914913707e-06
4543,25.200000000000223,1,-,-,-
4544,25.200000000000223,2,-,-,-
4545,25.200000000000223,3,5.5273478202631076e-05,1.6656210921571638e-06,2.0082929232253423e-06
4546,25.250000000000224,1,-,-,-
4547,25.250000000000224,2,-,-,-
4548,25.250000000000224,3,5.501539214138567e-05,1.9271412893931037e-06,1.992421568271079e-06
4549,25.250000000000224,1,-,-,-
4550,25.250000000000224,2,-,-,-
