n,t,i,p,u,v
11953,66.39999999999837,1,-,-,-
11954,66.39999999999837,2,-,-,-
11955,66.39999999999837,3,0.0007169459032415355,3.4088715559119136e-05,2.8215227757649265e-05
11956,66.39999999999837,1,-,-,-
11957,66.39999999999837,2,-,-,-
11958,66.39999999999837,3,0.0006887329318659229,2.9839837546205218e-05,3.0269901050494232e-05
11959,66.39999999999837,1,-,-,-
11960,66.39999999999837,2,-,-,-
11961,66.39999999999837,3,0.0006921869610916046,3.058354656556374e-05,2.555010760721994e-05
11962,66.44999999999837,1,-,-,-
11963,66.44999999999837,2,-,-,-
11964,66.44999999999837,3,0.0007039557038803951,3.394145023297319e-05,2.7634811208773166e-05
11965,66.44999999999837,1,-,-,-
11966,66.44999999999837,2,-,-,-
11967,66.44999999999837,3,0.0006697548282997795,3.423347338356488e-05,2.476526090947926e-05
11968,66.44999999999837,1,-,-,-
11969,66.44999999999837,2,-,-,-
11970,66.44999999999837,3,0.0006814062653699031,3.0363212714262176e-05,2.4284751896613005e-05
11971,66.49999999999837,1,-,-,-
11972,66.49999999999837,2,-,-,-
11973,66.49999999999837,3,0.0006960672709087523,3.4338372568941724e-05,2.8263945540750833e-05
11974,66.49999999999837,1,-,-,-
11975,66.49999999999837,2,-,-,-
11976,66.49999999999837,3,0.0006591702876594087,2.9481158018299103e-05,2.3482528278289155e-05
11977,66.49999999999837,1,-,-,-
11978,66.49999999999837,2,-,-,-
11979,66.49999999999837,3,0.0006750207934284019,3.0826951269415696e-05,2.5109986963490084e-05
11980,66.54999999999836,1,-,-,-
11981,66.54999999999836,2,-,-,-
11982,66.54999999999836,3,0.0006811917352456741,3.428011824508379e-05,2.77886317474534e-05
11983,66.54999999999836,1,-,-,-
11984,66.54999999999836,2,-,-,-
11985,66.54999999999836,3,0.0006502772255057094,2.9972530557790203e-05,2.6857461414199587e-05
11986,66.54999999999836,1,-,-,-
11987,66.54999999999836,2,-,-,-
11988,66.54999999999836,3,0.0006563524688007193,3.095785457546749e-05,2.5509711450571977e-05
11989,66.59999999999836,1,-,-,-
11990,66.59999999999836,2,-,-,-
11991,66.59999999999836,3,0.0006656397210562783,3.434533140031176e-05,2.7561249328044324e-05
11992,66.59999999999836,1,-,-,-
11993,66.59999999999836,2,-,-,-
11994,66.59999999999836,3,0.000627999883365424,2.9413402234411456e-05,2.283842091051654e-05
11995,66.59999999999836,1,-,-,-
11996,66.59999999999836,2,-,-,-
11997,66.59999999999836,3,0.000644087894736453,3.137220913699361e-05,2.6677080717867427e-05
11998,66.64999999999836,1,-,-,-
11999,66.64999999999836,2,-,-,-
12000,66.64999999999836,3,0.0006518531035648497,4.4849691631154573e-05,2.7407314197137648e-05
12001,66.64999999999836,1,-,-,-
12002,66.64999999999836,2,-,-,-
12003,66.64999999999836,3,0.0006133245602791497,2.933383415049888e-05,2.2534526823335222e-05
12004,66.64999999999836,1,-,-,-
12005,66.64999999999836,2,-,-,-
12006,66.64999999999836,3,0.0006277683996033606,3.079054664042209e-05,2.4004456781620747e-05
12007,66.69999999999835,1,-,-,-
12008,66.69999999999835,2,-,-,-
12009,66.69999999999835,3,0.0006375648520157569,3.4405183885243505e-05,2.7374582757005696e-05
12010,66.69999999999835,1,-,-,-
12011,66.69999999999835,2,-,-,-
12012,66.69999999999835,3,0.0006009984366937599,2.9626855438538328e-05,2.2664236664110223e-05
12013,66.69999999999835,1,-,-,-
12014,66.69999999999835,2,-,-,-
12015,66.69999999999835,3,0.0006158091705381073,3.221492911432391e-05,2.3917852801843423e-05
12016,66.74999999999835,1,-,-,-
12017,66.74999999999835,2,-,-,-
12018,66.74999999999835,3,0.000626897064875382,3.458078572881255e-05,2.776775170857912e-05
12019,66.74999999999835,1,-,-,-
12020,66.74999999999835,2,-,-,-
12021,66.74999999999835,3,0.0005888733684168943,2.969049895456177e-05,2.269224408540427e-05
12022,66.74999999999835,1,-,-,-
12023,66.74999999999835,2,-,-,-
12024,66.74999999999835,3,0.0006028746813971397,3.094840051060138e-05,2.3956943259947078e-05
12025,66.79999999999835,1,-,-,-
12026,66.79999999999835,2,-,-,-
12027,66.79999999999835,3,0.0006165952888102197,3.47274862521699e-05,2.7660338914825965e-05
12028,66.79999999999835,1,-,-,-
12029,66.79999999999835,2,-,-,-
12030,66.79999999999835,3,0.0005770595496323333,2.986614233343281e-05,2.2744180414164488e-05
12031,66.79999999999835,1,-,-,-
12032,66.79999999999835,2,-,-,-
12033,66.79999999999835,3,0.0005919575990182247,3.115668728910552e-05,2.406465727725393e-05
12034,66.84999999999835,1,-,-,-
12035,66.84999999999835,2,-,-,-
12036,66.84999999999835,3,0.0006045571627533254,4.332738440584502e-05,2.7504316230210037e-05
12037,66.84999999999835,1,-,-,-
12038,66.84999999999835,2,-,-,-
12039,66.84999999999835,3,0.0005687502322971398,3.071926515497184e-05,2.3699907225513156e-05
12040,66.84999999999835,1,-,-,-
12041,66.84999999999835,2,-,-,-
12042,66.84999999999835,3,0.0005812637715877848,3.277246262641911e-05,2.4039424340923427e-05
12043,66.89999999999834,1,-,-,-
12044,66.89999999999834,2,-,-,-
12045,66.89999999999834,3,0.0005959575249300915,3.489522782106065e-05,2.792256795018504e-05
12046,66.89999999999834,1,-,-,-
12047,66.89999999999834,2,-,-,-
12048,66.89999999999834,3,0.0005555449589769237,2.995458451330222e-05,2.2523851948523848e-05
12049,66.89999999999834,1,-,-,-
12050,66.89999999999834,2,-,-,-
12051,66.89999999999834,3,0.000568843734450196,3.123775671164306e-05,2.3666792484671334e-05
12052,66.94999999999834,1,-,-,-
12053,66.94999999999834,2,-,-,-
12054,66.94999999999834,3,0.0005868709659040564,3.480326881900613e-05,2.7255290893386943e-05
12055,66.94999999999834,1,-,-,-
12056,66.94999999999834,2,-,-,-
12057,66.94999999999834,3,0.0005474017436275207,3.009554959726788e-05,2.2545302574456825e-05
12058,66.94999999999834,1,-,-,-
12059,66.94999999999834,2,-,-,-
12060,66.94999999999834,3,0.0005635792650845933,3.1778387641813024e-05,2.37481765233164e-05
12061,66.99999999999834,1,-,-,-
12062,66.99999999999834,2,-,-,-
12063,66.99999999999834,3,0.0005802287552677301,3.5162810457918936e-05,2.81544475767677e-05
12064,66.99999999999834,1,-,-,-
12065,66.99999999999834,2,-,-,-
12066,66.99999999999834,3,0.0005410288821945975,3.00771627927088e-05,2.2671444350610317e-05
12067,66.99999999999834,1,-,-,-
12068,66.99999999999834,2,-,-,-
12069,66.99999999999834,3,0.0005557845400360165,3.12776863899309e-05,2.3370329531452718e-05
12070,67.04999999999833,1,-,-,-
12071,67.04999999999833,2,-,-,-
12072,67.04999999999833,3,0.0005759151926067103,3.559479432068635e-05,2.733953902714239e-05
12073,67.04999999999833,1,-,-,-
12074,67.04999999999833,2,-,-,-
12075,67.04999999999833,3,0.0005359972568457127,3.0241445160552752e-05,2.2566681342200843e-05
12076,67.04999999999833,1,-,-,-
12077,67.04999999999833,2,-,-,-
12078,67.04999999999833,3,0.0005571106037402556,3.193521307734277e-05,2.416243054371751e-05
12079,67.09999999999833,1,-,-,-
12080,67.09999999999833,2,-,-,-
12081,67.09999999999833,3,0.0005733848925562867,3.5390554045105325e-05,2.7429896032492626e-05
12082,67.09999999999833,1,-,-,-
12083,67.09999999999833,2,-,-,-
12084,67.09999999999833,3,0.0005342747039767918,3.0224652478071664e-05,2.2263622024461425e-05
12085,67.09999999999833,1,-,-,-
12086,67.09999999999833,2,-,-,-
12087,67.09999999999833,3,0.0005506832853260315,3.161161041313297e-05,2.3605327467850737e-05
12088,67.14999999999833,1,-,-,-
12089,67.14999999999833,2,-,-,-
12090,67.14999999999833,3,0.0005721407496026474,3.526934072862189e-05,2.7167704810520764e-05
12091,67.14999999999833,1,-,-,-
12092,67.14999999999833,2,-,-,-
12093,67.14999999999833,3,0.000534927300218524,3.065982855980827e-05,2.2179713814220147e-05
12094,67.14999999999833,1,-,-,-
12095,67.14999999999833,2,-,-,-
12096,67.14999999999833,3,0.0005502467071061559,3.183981998355632e-05,2.3543260115401476e-05
12097,67.19999999999833,1,-,-,-
12098,67.19999999999833,2,-,-,-
12099,67.19999999999833,3,0.0005730339933884751,3.5238370359092214e-05,2.6773568825811932e-05
12100,67.19999999999833,1,-,-,-
12101,67.19999999999833,2,-,-,-
12102,67.19999999999833,3,0.000535001683200804,3.052542292243942e-05,2.221112743985583e-05
12103,67.19999999999833,1,-,-,-
12104,67.19999999999833,2,-,-,-
12105,67.19999999999833,3,0.0005535173084370493,3.167762235835408e-05,2.3109371270374326e-05
12106,67.24999999999832,1,-,-,-
12107,67.24999999999832,2,-,-,-
12108,67.24999999999832,3,0.0005793279098304081,3.655256508826635e-05,2.7158248068164887e-05
12109,67.24999999999832,1,-,-,-
12110,67.24999999999832,2,-,-,-
12111,67.24999999999832,3,0.0005395717038119656,3.036218423618245e-05,2.193759474346514e-05
12112,67.24999999999832,1,-,-,-
12113,67.24999999999832,2,-,-,-
12114,67.24999999999832,3,0.0005555832425924343,3.170514246054226e-05,2.3128741458501675e-05
12115,67.29999999999832,1,-,-,-
12116,67.29999999999832,2,-,-,-
12117,67.29999999999832,3,0.0005793472469277874,3.51507557630211e-05,2.6452320447219754e-05
12118,67.29999999999832,1,-,-,-
12119,67.29999999999832,2,-,-,-
12120,67.29999999999832,3,0.0005604954136613043,3.331881505180059e-05,2.3021374988265695e-05
12121,67.29999999999832,1,-,-,-
12122,67.29999999999832,2,-,-,-
12123,67.29999999999832,3,0.000562243234966987,3.17607427277343e-05,2.3927555237644998e-05
12124,67.34999999999832,1,-,-,-
12125,67.34999999999832,2,-,-,-
12126,67.34999999999832,3,0.0005859229245066735,3.514861280120107e-05,2.7459749668644544e-05
12127,67.34999999999832,1,-,-,-
12128,67.34999999999832,2,-,-,-
12129,67.34999999999832,3,0.0005488046094031555,3.0152918761363503e-05,2.1977345743219973e-05
12130,67.34999999999832,1,-,-,-
12131,67.34999999999832,2,-,-,-
12132,67.34999999999832,3,0.0005662476549666885,3.1412391838835443e-05,2.2994882446352654e-05
12133,67.39999999999831,1,-,-,-
12134,67.39999999999831,2,-,-,-
12135,67.39999999999831,3,0.0005904823771162002,3.517850830811913e-05,2.6761019045645744e-05
12136,67.39999999999831,1,-,-,-
12137,67.39999999999831,2,-,-,-
12138,67.39999999999831,3,0.0005553930262732275,3.0074692799225805e-05,2.234091803844044e-05
12139,67.39999999999831,1,-,-,-
12140,67.39999999999831,2,-,-,-
12141,67.39999999999831,3,0.000572281835035312,3.135231789541863e-05,2.3135460829240796e-05
12142,67.44999999999831,1,-,-,-
12143,67.44999999999831,2,-,-,-
12144,67.44999999999831,3,0.0005992019997744988,3.510304556110695e-05,2.713001572783043e-05
12145,67.44999999999831,1,-,-,-
12146,67.44999999999831,2,-,-,-
12147,67.44999999999831,3,0.0005627969854367974,2.998087477976516e-05,2.2114100510032045e-05
12148,67.44999999999831,1,-,-,-
12149,67.44999999999831,2,-,-,-
12150,67.44999999999831,3,0.00058021769202126,3.123963037365864e-05,2.328326863568171e-05
12151,67.49999999999831,1,-,-,-
12152,67.49999999999831,2,-,-,-
12153,67.49999999999831,3,0.0006080152047441216,3.4694090629655483e-05,2.6820961622201417e-05
12154,67.49999999999831,1,-,-,-
12155,67.49999999999831,2,-,-,-
12156,67.49999999999831,3,0.0005728610541613854,3.099691160966904e-05,2.411934420000837e-05
12157,67.49999999999831,1,-,-,-
12158,67.49999999999831,2,-,-,-
12159,67.49999999999831,3,0.000592196633066358,3.123672152218161e-05,2.3134758123855664e-05
12160,67.5499999999983,1,-,-,-
12161,67.5499999999983,2,-,-,-
12162,67.5499999999983,3,0.000614142731563485,3.470687223780526e-05,2.639711014034783e-05
12163,67.5499999999983,1,-,-,-
12164,67.5499999999983,2,-,-,-
12165,67.5499999999983,3,0.0005798144111518162,2.9998308785854277e-05,2.193986884114784e-05
12166,67.5499999999983,1,-,-,-
12167,67.5499999999983,2,-,-,-
12168,67.5499999999983,3,0.0005975397748753939,3.12270755973864e-05,2.2936628635372827e-05
12169,67.5999999999983,1,-,-,-
12170,67.5999999999983,2,-,-,-
12171,67.5999999999983,3,0.0006238911432893023,3.7657819459907356e-05,2.6761901821258397e-05
12172,67.5999999999983,1,-,-,-
12173,67.5999999999983,2,-,-,-
12174,67.5999999999983,3,0.0005892328111061003,3.0330211423741984e-05,2.2010818324948058e-05
12175,67.5999999999983,1,-,-,-
12176,67.5999999999983,2,-,-,-
12177,67.5999999999983,3,0.0006088213650963958,3.158907920223469e-05,2.3561202274201414e-05
12178,67.6499999999983,1,-,-,-
12179,67.6499999999983,2,-,-,-
12180,67.6499999999983,3,0.000632721685482451,3.50625413109532e-05,2.6615004641925423e-05
12181,67.6499999999983,1,-,-,-
12182,67.6499999999983,2,-,-,-
12183,67.6499999999983,3,0.0006013717614479273,4.208954814738227e-05,2.256236271017536e-05
12184,67.6499999999983,1,-,-,-
12185,67.6499999999983,2,-,-,-
12186,67.6499999999983,3,0.0006210987613023387,3.164915146525775e-05,2.3388810493749707e-05
12187,67.6999999999983,1,-,-,-
12188,67.6999999999983,2,-,-,-
12189,67.6999999999983,3,0.0006476462682512135,3.520390045653165e-05,2.708777388437571e-05
12190,67.6999999999983,1,-,-,-
12191,67.6999999999983,2,-,-,-
12192,67.6999999999983,3,0.0006163118042388992,3.05665378659247e-05,2.3360434730854563e-05
12193,67.6999999999983,1,-,-,-
12194,67.6999999999983,2,-,-,-
12195,67.6999999999983,3,0.0006318890735935178,3.171378257050038e-05,2.344975032224596e-05
12196,67.7499999999983,1,-,-,-
12197,67.7499999999983,2,-,-,-
12198,67.7499999999983,3,0.0006573145354138223,3.488627721289249e-05,2.657670303033299e-05
12199,67.7499999999983,1,-,-,-
12200,67.7499999999983,2,-,-,-
12201,67.7499999999983,3,0.0006303938978668274,3.0742335046282356e-05,2.4275583888256416e-05
12202,67.7499999999983,1,-,-,-
12203,67.7499999999983,2,-,-,-
12204,67.7499999999983,3,0.0006456366781663168,3.1745043319459777e-05,2.3621257370012285e-05
12205,67.79999999999829,1,-,-,-
12206,67.79999999999829,2,-,-,-
12207,67.79999999999829,3,0.0006689068415512733,3.456684317771174e-05,2.6284518947719982e-05
12208,67.79999999999829,1,-,-,-
12209,67.79999999999829,2,-,-,-
12210,67.79999999999829,3,0.0006436922456105828,3.0443097214382225e-05,2.3478427780104123e-05
12211,67.79999999999829,1,-,-,-
12212,67.79999999999829,2,-,-,-
12213,67.79999999999829,3,0.000658528647362359,3.13949070915351e-05,2.3706640024189456e-05
12214,67.84999999999829,1,-,-,-
12215,67.84999999999829,2,-,-,-
12216,67.84999999999829,3,0.0006880848981804706,3.513964761634441e-05,2.720198476193232e-05
12217,67.84999999999829,1,-,-,-
12218,67.84999999999829,2,-,-,-
12219,67.84999999999829,3,0.0006513388550201364,2.9831520255669284e-05,2.244532138991609e-05
12220,67.84999999999829,1,-,-,-
12221,67.84999999999829,2,-,-,-
12222,67.84999999999829,3,0.0006680134670301412,3.112539761373174e-05,2.343213566928321e-05
12223,67.89999999999829,1,-,-,-
12224,67.89999999999829,2,-,-,-
12225,67.89999999999829,3,0.0006945708837308905,3.4122544440248645e-05,2.6386850709474085e-05
12226,67.89999999999829,1,-,-,-
12227,67.89999999999829,2,-,-,-
12228,67.89999999999829,3,0.0006674962345898278,3.0175722616990467e-05,2.3773635917880878e-05
12229,67.89999999999829,1,-,-,-
12230,67.89999999999829,2,-,-,-
12231,67.89999999999829,3,0.0006836981700603068,3.125498061775356e-05,2.3839167133545823e-05
12232,67.94999999999828,1,-,-,-
12233,67.94999999999828,2,-,-,-
12234,67.94999999999828,3,0.0007049769321754144,3.422456469289461e-05,2.6653418779763942e-05
12235,67.94999999999828,1,-,-,-
12236,67.94999999999828,2,-,-,-
12237,67.94999999999828,3,0.0006729282687292499,2.9917453892446335e-05,2.2897589344387132e-05
12238,67.94999999999828,1,-,-,-
12239,67.94999999999828,2,-,-,-
12240,67.94999999999828,3,0.0006936725361272064,3.145582406829464e-05,2.475801660168444e-05
12241,67.99999999999828,1,-,-,-
12242,67.99999999999828,2,-,-,-
12243,67.99999999999828,3,0.0007127927108629282,3.41312856099729e-05,2.650876418889516e-05
12244,67.99999999999828,1,-,-,-
12245,67.99999999999828,2,-,-,-
12246,67.99999999999828,3,0.0006917129541562893,3.282113654262039e-05,2.4660970222532212e-05
12247,67.99999999999828,1,-,-,-
12248,67.99999999999828,2,-,-,-
12249,67.99999999999828,3,0.0007032291477998203,3.116285087369909e-05,2.4112036981017677e-05
12250,68.04999999999828,1,-,-,-
12251,68.04999999999828,2,-,-,-
12252,68.04999999999828,3,0.000726323261662221,3.435389142120044e-05,2.698650099850794e-05
12253,68.04999999999828,1,-,-,-
12254,68.04999999999828,2,-,-,-
12255,68.04999999999828,3,0.0007014002977771884,3.020478776712184e-05,2.4826516708046906e-05
12256,68.04999999999828,1,-,-,-
12257,68.04999999999828,2,-,-,-
12258,68.04999999999828,3,0.0007218666280393362,3.300248831179546e-05,2.859889735975007e-05
12259,68.09999999999827,1,-,-,-
12260,68.09999999999827,2,-,-,-
12261,68.09999999999827,3,0.0007346811933569487,3.421653015115763e-05,2.703300829403413e-05
12262,68.09999999999827,1,-,-,-
12263,68.09999999999827,2,-,-,-
12264,68.09999999999827,3,0.0007037275512413325,2.980823721703944e-05,2.338920807603607e-05
12265,68.09999999999827,1,-,-,-
12266,68.09999999999827,2,-,-,-
12267,68.09999999999827,3,0.000727515950616863,3.369303047309994e-05,2.714731407776373e-05
12268,68.14999999999827,1,-,-,-
12269,68.14999999999827,2,-,-,-
12270,68.14999999999827,3,0.0007401851079090714,3.3671876210998367e-05,2.6575778495759836e-05
12271,68.14999999999827,1,-,-,-
12272,68.14999999999827,2,-,-,-
12273,68.14999999999827,3,0.000716877704012408,3.0193726911650438e-05,2.4533748705440606e-05
12274,68.14999999999827,1,-,-,-
12275,68.14999999999827,2,-,-,-
12276,68.14999999999827,3,0.0007304244152556852,3.080024129659595e-05,2.4355545227775793e-05
12277,68.19999999999827,1,-,-,-
12278,68.19999999999827,2,-,-,-
12279,68.19999999999827,3,0.0007576644749499004,3.412143554663238e-05,2.7778885980050342e-05
12280,68.19999999999827,1,-,-,-
12281,68.19999999999827,2,-,-,-
12282,68.19999999999827,3,0.000723931045687718,3.001807497761192e-05,2.3804882886680924e-05
12283,68.19999999999827,1,-,-,-
12284,68.19999999999827,2,-,-,-
12285,68.19999999999827,3,0.0007419555070998197,3.0889031682376986e-05,2.483591984814744e-05
12286,68.24999999999827,1,-,-,-
12287,68.24999999999827,2,-,-,-
12288,68.24999999999827,3,0.0007600947074415975,3.4012416569585296e-05,2.7577154264692943e-05
12289,68.24999999999827,1,-,-,-
12290,68.24999999999827,2,-,-,-
12291,68.24999999999827,3,0.0007305996216506739,2.968667779943094e-05,2.3739336120276185e-05
12292,68.24999999999827,1,-,-,-
12293,68.24999999999827,2,-,-,-
12294,68.24999999999827,3,0.0007498114583096129,3.107619641569462e-05,2.513203165876433e-05
12295,68.29999999999826,1,-,-,-
12296,68.29999999999826,2,-,-,-
12297,68.29999999999826,3,0.0007707413215113654,3.426099508257241e-05,2.803434755560033e-05
12298,68.29999999999826,1,-,-,-
12299,68.29999999999826,2,-,-,-
12300,68.29999999999826,3,0.0007484462860477176,3.344322654066289e-05,3.269124234220251e-05
12301,68.29999999999826,1,-,-,-
12302,68.29999999999826,2,-,-,-
12303,68.29999999999826,3,0.0007551338597164633,3.097405932095508e-05,2.513334618416586e-05
12304,68.34999999999826,1,-,-,-
12305,68.34999999999826,2,-,-,-
12306,68.34999999999826,3,0.0007777698901401889,3.4155378694038754e-05,2.7776813816735904e-05
12307,68.34999999999826,1,-,-,-
12308,68.34999999999826,2,-,-,-
12309,68.34999999999826,3,0.0007561548254446706,3.109528176047296e-05,2.7517849449278235e-05
12310,68.34999999999826,1,-,-,-
12311,68.34999999999826,2,-,-,-
12312,68.34999999999826,3,0.0007658687660298517,3.105665968737571e-05,2.5381820460904023e-05
12313,68.39999999999826,1,-,-,-
12314,68.39999999999826,2,-,-,-
12315,68.39999999999826,3,0.0007846954560787691,3.54462283362051e-05,2.820476057955277e-05
12316,68.39999999999826,1,-,-,-
12317,68.39999999999826,2,-,-,-
12318,68.39999999999826,3,0.0007580382271936303,3.0179804652346795e-05,2.5125696589041512e-05
12319,68.39999999999826,1,-,-,-
12320,68.39999999999826,2,-,-,-
12321,68.39999999999826,3,0.0007689883513910732,3.1035151443948606e-05,2.5577057590282975e-05
12322,68.44999999999825,1,-,-,-
12323,68.44999999999825,2,-,-,-
12324,68.44999999999825,3,0.0007861357475048908,5.869785761366538e-05,2.8189033057872622e-05
12325,68.44999999999825,1,-,-,-
12326,68.44999999999825,2,-,-,-
12327,68.44999999999825,3,0.0007596483911536645,2.9799091332206328e-05,2.484776952299328e-05
12328,68.44999999999825,1,-,-,-
12329,68.44999999999825,2,-,-,-
12330,68.44999999999825,3,0.0007715449631760122,3.104175843464241e-05,2.6321447021406613e-05
12331,68.49999999999825,1,-,-,-
12332,68.49999999999825,2,-,-,-
12333,68.49999999999825,3,0.0007875724581611346,3.371936749855909e-05,2.80271483986626e-05
12334,68.49999999999825,1,-,-,-
12335,68.49999999999825,2,-,-,-
12336,68.49999999999825,3,0.0007619909048274432,3.0298376456117046e-05,2.8916761088966822e-05
12337,68.49999999999825,1,-,-,-
12338,68.49999999999825,2,-,-,-
12339,68.49999999999825,3,0.0007706020261922098,3.054114993555172e-05,2.5136621238325107e-05
12340,68.54999999999825,1,-,-,-
12341,68.54999999999825,2,-,-,-
12342,68.54999999999825,3,0.0007927001715003841,3.3748125220571484e-05,2.8610393810508857e-05
12343,68.54999999999825,1,-,-,-
12344,68.54999999999825,2,-,-,-
12345,68.54999999999825,3,0.0007604579214339187,4.734635383192711e-05,2.4995804814242726e-05
12346,68.54999999999825,1,-,-,-
12347,68.54999999999825,2,-,-,-
12348,68.54999999999825,3,0.0007778106444389833,3.232416591643796e-05,2.566111933746122e-05
12349,68.59999999999825,1,-,-,-
12350,68.59999999999825,2,-,-,-
12351,68.59999999999825,3,0.0007942009694014618,3.9819820268704075e-05,2.908315835464039e-05
12352,68.59999999999825,1,-,-,-
12353,68.59999999999825,2,-,-,-
12354,68.59999999999825,3,0.000755762941835295,3.2239930166308006e-05,2.46606506535933e-05
12355,68.59999999999825,1,-,-,-
12356,68.59999999999825,2,-,-,-
12357,68.59999999999825,3,0.0007710004612540847,3.0457487986052693e-05,2.5330634868409342e-05
12358,68.64999999999824,1,-,-,-
12359,68.64999999999824,2,-,-,-
12360,68.64999999999824,3,0.0007855911777876707,3.435995530267433e-05,2.9021314743703518e-05
12361,68.64999999999824,1,-,-,-
12362,68.64999999999824,2,-,-,-
12363,68.64999999999824,3,0.0007501574420333597,3.13913207253076e-05,2.456880907481959e-05
12364,68.64999999999824,1,-,-,-
12365,68.64999999999824,2,-,-,-
12366,68.64999999999824,3,0.0007661167856751737,3.0643076554441115e-05,2.5741963775743704e-05
12367,68.69999999999824,1,-,-,-
12368,68.69999999999824,2,-,-,-
12369,68.69999999999824,3,0.0007799854763097962,3.434104437132858e-05,2.9299519967414284e-05
12370,68.69999999999824,1,-,-,-
12371,68.69999999999824,2,-,-,-
12372,68.69999999999824,3,0.0007432086702011826,2.9563553673985306e-05,2.4553944647345146e-05
12373,68.69999999999824,1,-,-,-
12374,68.69999999999824,2,-,-,-
12375,68.69999999999824,3,0.0007597585630412103,3.0699892189342064e-05,2.6156196646849976e-05
12376,68.74999999999824,1,-,-,-
12377,68.74999999999824,2,-,-,-
12378,68.74999999999824,3,0.0007710662050250745,4.01431022967788e-05,2.917644574125268e-05
12379,68.74999999999824,1,-,-,-
12380,68.74999999999824,2,-,-,-
12381,68.74999999999824,3,0.0007353870512449642,2.9716591144016016e-05,2.4581072878480422e-05
12382,68.74999999999824,1,-,-,-
12383,68.74999999999824,2,-,-,-
12384,68.74999999999824,3,0.0007496074544817345,3.090578454224379e-05,2.613063358185847e-05
12385,68.79999999999824,1,-,-,-
12386,68.79999999999824,2,-,-,-
12387,68.79999999999824,3,0.0007596401557680228,3.847361541986788e-05,2.8907597127548362e-05
12388,68.79999999999824,1,-,-,-
12389,68.79999999999824,2,-,-,-
12390,68.79999999999824,3,0.0007329289164275946,3.067586192349916e-05,3.026919245493384e-05
12391,68.79999999999824,1,-,-,-
12392,68.79999999999824,2,-,-,-
12393,68.79999999999824,3,0.0007396098677503143,3.3262867683402234e-05,2.568565091384459e-05
12394,68.84999999999823,1,-,-,-
12395,68.84999999999823,2,-,-,-
12396,68.84999999999823,3,0.0007520371560148371,6.138638169784733e-05,2.8870766819321507e-05
12397,68.84999999999823,1,-,-,-
12398,68.84999999999823,2,-,-,-
12399,68.84999999999823,3,0.0007177187569094198,2.986770248540446e-05,2.511339235861224e-05
12400,68.84999999999823,1,-,-,-
12401,68.84999999999823,2,-,-,-
12402,68.84999999999823,3,0.0007338593291827481,3.164715329609027e-05,2.696786748059222e-05
12403,68.89999999999823,1,-,-,-
12404,68.89999999999823,2,-,-,-
12405,68.89999999999823,3,0.0007416928554663546,3.4627011739967904e-05,2.8730850568457495e-05
12406,68.89999999999823,1,-,-,-
12407,68.89999999999823,2,-,-,-
12408,68.89999999999823,3,0.0007055845634837744,2.9996929197787902e-05,2.416261349794332e-05
12409,68.89999999999823,1,-,-,-
12410,68.89999999999823,2,-,-,-
12411,68.89999999999823,3,0.0007209577652355578,3.108928942312563e-05,2.5979595746560536e-05
12412,68.94999999999823,1,-,-,-
12413,68.94999999999823,2,-,-,-
12414,68.94999999999823,3,0.0007276755234992003,3.48048277788428e-05,2.8312493387439048e-05
12415,68.94999999999823,1,-,-,-
12416,68.94999999999823,2,-,-,-
12417,68.94999999999823,3,0.0006961590361876674,3.095446216591479e-05,2.8156026096765085e-05
12418,68.94999999999823,1,-,-,-
12419,68.94999999999823,2,-,-,-
12420,68.94999999999823,3,0.0007026865912974373,3.1074522290543863e-05,2.4885959573648198e-05
12421,68.99999999999822,1,-,-,-
12422,68.99999999999822,2,-,-,-
12423,68.99999999999822,3,0.0007144131466077707,3.468033150205727e-05,2.80631232449146e-05
12424,68.99999999999822,1,-,-,-
12425,68.99999999999822,2,-,-,-
12426,68.99999999999822,3,0.0006954315967204921,3.380321309425101e-05,3.1627117922014676e-05
12427,68.99999999999822,1,-,-,-
12428,68.99999999999822,2,-,-,-
12429,68.99999999999822,3,0.000690675508568049,3.0999345550328185e-05,2.4602882491284454e-05
12430,69.04999999999822,1,-,-,-
12431,69.04999999999822,2,-,-,-
12432,69.04999999999822,3,0.0007045682694556321,3.472279190867769e-05,2.7739219725938822e-05
12433,69.04999999999822,1,-,-,-
12434,69.04999999999822,2,-,-,-
12435,69.04999999999822,3,0.0006711311878001486,3.100842981925231e-05,2.6821811473044057e-05
12436,69.04999999999822,1,-,-,-
12437,69.04999999999822,2,-,-,-
12438,69.04999999999822,3,0.0006799625236669824,3.1034792657622565e-05,2.4413897068773036e-05
12439,69.09999999999822,1,-,-,-
12440,69.09999999999822,2,-,-,-
12441,69.09999999999822,3,0.000691341920861693,3.4914909428930815e-05,2.8025002606305505e-05
12442,69.09999999999822,1,-,-,-
12443,69.09999999999822,2,-,-,-
12444,69.09999999999822,3,0.0006517988878554363,3.445109499843547e-05,2.3373430386860575e-05
12445,69.09999999999822,1,-,-,-
12446,69.09999999999822,2,-,-,-
12447,69.09999999999822,3,0.0006644612298395846,3.159608701486868e-05,2.654735401254435e-05
12448,69.14999999999822,1,-,-,-
12449,69.14999999999822,2,-,-,-
12450,69.14999999999822,3,0.000672679470448202,3.517722631629449e-05,2.7811176834919458e-05
12451,69.14999999999822,1,-,-,-
12452,69.14999999999822,2,-,-,-
